Date,Portfolio Value,Asset 1,Asset 2,Asset 3,Asset 4,S&P 500 Index,Sector 1 Weight,Sector 2 Weight,Sector 3 Weight,Stock A,Stock B,Geographic Region 1 Weight,Geographic Region 2 Weight
2023-03-08,108364,4554,27830,41213,24952,4455,0.30736128594176700,0.29356201732135000,0.39907669673688300,0.6299820230111550,0.5081860436776430,0.5086675154745090,0.4913324845254920
2023-06-03,106057,5475,27353,44032,23507,4496,0.3992919977322280,0.3733791948926440,0.22732880737512800,0.6516790304509820,0.6027658753633550,0.583426859292483,0.41657314070751700
2023-11-27,137297,5539,26830,43593,21326,4578,0.3808777314421260,0.3508652057969620,0.26825706276091300,0.8676238371935640,0.777996021908271,0.6765075087433000,0.3234924912567000
2023-05-03,121195,5599,26528,44916,22034,4415,0.37568930167293700,0.20071319324826900,0.42359750507879400,0.7170602029288970,0.5488816980741400,0.6222645409271830,0.37773545907281700
2023-07-12,144924,5999,29106,43604,23290,4421,0.3063240609291260,0.2864215943990170,0.40725434467185700,0.8263029922954900,0.6646565848449060,0.659299194476176,0.340700805523824
2023-12-20,166387,5206,27745,42892,22755,4485,0.46826437395721000,0.30955153050513100,0.22218409553765900,0.7240128787122500,0.5864929654443440,0.5545627569458710,0.4454372430541290
2023-08-19,136731,5717,29578,43134,20284,4407,0.42463127461870900,0.3380285169287830,0.23734020845250800,0.8769545946612850,0.5579207682440060,0.5592342190084260,0.4407657809915740
2023-07-05,108508,4796,29984,44941,23890,4548,0.3517167705547320,0.2487090039646890,0.399574225480579,0.7869928962869980,0.6247724061664350,0.5843079947740880,0.4156920052259120
2023-10-26,140149,5343,25357,42626,24551,4519,0.31698514478660800,0.34936186072404400,0.33365299448934800,0.7042129300268320,0.674776655908445,0.6871896986252930,0.31281030137470700
2023-11-15,195444,4992,29511,43679,23049,4429,0.3220328769989880,0.32601120458241900,0.3519559184185940,0.9904575801439320,0.5028639397322280,0.6900986658541390,0.3099013341458620
2023-04-11,193907,4104,25405,44152,23110,4556,0.3909595737565090,0.20561515843807800,0.4034252678054130,0.6073286613941920,0.5237822513441530,0.6567766562668750,0.3432233437331250
2023-12-30,137654,4091,28858,44348,24127,4500,0.3814178296722820,0.31949565716657400,0.2990865131611450,0.838682743956442,0.5825950768429730,0.5578163651384090,0.44218363486159100
2023-03-29,178501,5977,27716,41791,24773,4403,0.47243248684933300,0.20209023634872900,0.3254772768019390,0.66628452965815,0.5840061740637880,0.682162301958996,0.31783769804100400
2023-12-04,140591,5414,28196,44798,23033,4525,0.3662865267386340,0.311056892525236,0.3226565807361300,0.8154823029308110,0.591757051011725,0.6233313525887130,0.3766686474112870
2023-03-08,127739,4347,27466,42694,20191,4457,0.31087289166728400,0.293005787647006,0.3961213206857100,0.8405432238942850,0.8826586799112530,0.5299795499081440,0.4700204500918560
2023-10-30,137677,4849,26211,41348,22136,4492,0.41182203266808900,0.2566631685575460,0.3315147987743650,0.838506832661825,0.6924206516964310,0.6150914072940440,0.38490859270595600
2023-10-10,117272,4565,25048,40404,22875,4528,0.352076431573028,0.27894483755431700,0.3689787308726550,0.939489604865467,0.8288242291376050,0.6782065166693540,0.3217934833306460
2023-05-13,119600,4058,28839,40976,24082,4533,0.37999265958977500,0.2376685428247080,0.3823387975855170,0.7390720992561090,0.8979898891971210,0.5017670634278130,0.4982329365721880
2023-02-04,102319,4051,27897,40197,24979,4415,0.46620671786160900,0.36536247429494200,0.16843080784344900,0.7064188150829800,0.8191601658839570,0.6665027158062700,0.3334972841937300
2023-07-14,174552,4167,25114,40577,21945,4540,0.4531806757969300,0.3086383120121050,0.23818101219096400,0.8821598257356770,0.8871686481348350,0.6071404388722530,0.39285956112774700
2023-05-30,122185,5197,27037,44733,22442,4416,0.4341093587048570,0.37532501418635000,0.1905656271087930,0.8943315564953480,0.8846250899279560,0.5689025720786210,0.4310974279213790
2023-12-18,122510,5042,28574,41247,21311,4469,0.41603747121626500,0.39005713036066300,0.19390539842307200,0.9096847351349610,0.766077647167128,0.6604220131179390,0.33957798688206100
2023-11-12,122891,4315,28279,44160,22004,4463,0.47778726827421600,0.3146532079105020,0.20755952381528200,0.9115268096143740,0.8439534766949780,0.603077064768842,0.39692293523115800
2023-12-14,128341,5644,25695,44650,24033,4457,0.3493354168915350,0.32764944518363000,0.3230151379248350,0.9924219496893640,0.5014163983380640,0.5895449487548850,0.4104550512451150
2023-05-16,103098,5211,27098,42095,23223,4413,0.35087930538403400,0.31239959040030600,0.33672110421566000,0.8482999091746640,0.703262090302152,0.6050124637841820,0.3949875362158180
2023-11-06,183240,4867,25722,42625,22496,4585,0.333541833497795,0.2792255948888260,0.38723257161337900,0.7725178121486040,0.5659453088643500,0.672360725194948,0.32763927480505200
2023-10-07,105097,4820,25068,43288,23630,4437,0.3466988525911860,0.3026494294162550,0.3506517179925590,0.6336374939556170,0.7020114248481180,0.6495378171785280,0.3504621828214720
2023-06-13,112509,5513,25679,43897,22854,4487,0.3107823828825020,0.303731414138717,0.3854862029787810,0.7437140459671660,0.6421977805353210,0.65123816354088,0.34876183645912000
2023-05-04,184135,4508,29752,44800,23498,4596,0.4162068395082370,0.34164796180137900,0.2421451986903840,0.9763835642230210,0.6577987097780560,0.5760965960806120,0.4239034039193880
2023-09-02,139474,4422,25908,42931,20349,4512,0.3831702981414870,0.2590854447108540,0.3577442571476600,0.6151135251152730,0.8726287684735050,0.6956500820609530,0.3043499179390470
2023-09-27,184147,4148,28324,41858,21673,4459,0.3056438601076340,0.3702720799811790,0.32408405991118700,0.8907532213279650,0.8862298706249250,0.597006805155841,0.40299319484415900
2023-03-10,153401,4593,28180,43791,24059,4483,0.47029149965870000,0.3293603106582260,0.20034818968307400,0.7498852751488260,0.5646818416873050,0.5696913881600750,0.4303086118399250
2023-09-20,102363,5993,26646,41966,20083,4593,0.3267891308618420,0.28011031943784300,0.3931005497003150,0.9405129767312020,0.692301386375582,0.5401749599075150,0.45982504009248500
2023-01-10,153344,4914,26838,42836,21711,4585,0.4991542047567630,0.207690680928634,0.2931551143146030,0.9282487424378960,0.6416337015067770,0.5246815005840630,0.4753184994159370
2023-01-01,132973,5043,26945,40128,20398,4440,0.4575926039695200,0.2018898489230180,0.34051754710746200,0.6270915689240300,0.708394142342693,0.5506990299165720,0.4493009700834280
2023-05-04,117394,5303,28864,43081,23055,4512,0.49232222808151400,0.34265276993934800,0.1650250019791380,0.9997191983532410,0.5343969050854120,0.5743771039538240,0.42562289604617700
2023-07-12,125004,4282,28397,44594,21708,4497,0.36013671877766900,0.38347163045591800,0.25639165076641300,0.889064507619322,0.7419872797556090,0.5991888383962340,0.4008111616037660
2023-06-29,119264,5053,29248,41007,21340,4490,0.4770496359621210,0.3846531336551100,0.13829723038276900,0.9219034459093730,0.5864012347183880,0.5843589824289070,0.4156410175710930
2023-03-01,102809,4950,29878,41481,21784,4500,0.3638545553762640,0.29752829920930400,0.3386171454144320,0.9306517420645260,0.5281511826524830,0.6614188994106300,0.3385811005893700
2023-01-31,116853,5760,28093,42619,21647,4476,0.31117809445973400,0.3316645609096300,0.3571573446306360,0.6603447447178310,0.6003943088164160,0.69296577733309,0.30703422266691000
2023-07-07,139894,4020,26240,44055,23848,4495,0.38364601043387600,0.3222948619334310,0.2940591276326930,0.6260420541724090,0.5218325851767080,0.5475843934288260,0.4524156065711740
2023-08-22,136247,5135,27897,43765,24847,4410,0.4663920233140170,0.2983427119410580,0.23526526474492500,0.6785024670761940,0.5445700545344680,0.6487126524414790,0.3512873475585210
2023-07-07,137690,4991,26042,41773,24650,4563,0.42653490038375500,0.20614091454118600,0.3673241850750600,0.9862955144845070,0.5451568635362560,0.6110568027614070,0.3889431972385930
2023-03-04,152048,5062,27556,44290,21690,4597,0.37402736590269900,0.3861170746440630,0.23985555945323800,0.8638839901537190,0.7356282198386650,0.5212610655438320,0.47873893445616800
2023-03-05,192624,5908,25700,43182,22827,4535,0.3326775974525920,0.3930289704952300,0.2742934320521770,0.9552113858246690,0.639595312226544,0.5245917634353320,0.47540823656466800
2023-07-19,190459,4828,28385,41207,22909,4528,0.3016703744015330,0.3228522723438960,0.3754773532545710,0.9451020016373720,0.6272411150581760,0.6213192293022340,0.3786807706977670
2023-11-03,150774,5269,26968,41897,20905,4456,0.32556728225328000,0.32575099997372900,0.34868171777299100,0.6726982582086250,0.8200970172047550,0.6968521473550830,0.3031478526449170
2023-10-18,164136,4710,28858,42598,24717,4520,0.3557036505764730,0.23833302793294600,0.4059633214905810,0.8977900546973760,0.779689450840114,0.5296630565855820,0.47033694341441800
2023-03-05,185709,5051,26053,44285,22649,4542,0.4520085461291130,0.3147128245407210,0.23327862933016700,0.9075363767063400,0.7701909780190590,0.5952687234715200,0.40473127652848000
2023-12-20,156086,4944,29917,41109,22679,4587,0.36881936349305800,0.35192521131631200,0.2792554251906300,0.6262816146574390,0.783317275860333,0.5377920054069240,0.4622079945930760
2023-04-15,110516,5111,25016,40573,23405,4479,0.45960335970971500,0.38639818824356500,0.1539984520467200,0.6723940556138200,0.7611569053569830,0.66190644264257,0.33809355735743000
2023-05-29,137798,4292,27562,44254,21725,4582,0.490727413754695,0.25785082064291600,0.251421765602389,0.8647554546824630,0.7384512343641600,0.6281869576211850,0.3718130423788150
2023-07-02,180740,5838,26252,43247,23337,4598,0.3819652516042210,0.23077732127118400,0.38725742712459400,0.6438893531461300,0.594034912337854,0.5352244721251270,0.46477552787487300
2023-04-06,117747,4957,26072,44437,23744,4433,0.46152547261515900,0.33918093162250200,0.1992935957623390,0.8795933189243320,0.8546566973721920,0.6732646713657600,0.3267353286342400
2023-11-09,163824,5260,29904,41202,20190,4569,0.30715232975118400,0.392445383589828,0.30040228665898800,0.8201822525694570,0.7070732770358580,0.6751286386409080,0.3248713613590920
2023-10-04,198901,4203,27237,44183,23078,4574,0.34035183716826300,0.25366815848596000,0.4059800043457760,0.9852215327938750,0.6916879742649590,0.6671791552196860,0.3328208447803150
2023-04-01,195904,4365,26437,44078,22288,4594,0.3831474240748240,0.3043683217226910,0.31248425420248500,0.6999286693474610,0.5622990662878750,0.6874588181557760,0.31254118184422400
2023-03-18,154150,4649,27075,43597,21076,4507,0.33342074249695200,0.3272741174046090,0.33930514009843900,0.652185507305097,0.5556535253506500,0.6202787956776100,0.3797212043223900
2023-05-11,153545,4067,29656,40173,23968,4434,0.3612748391324230,0.3401382527268750,0.2985869081407020,0.8808357053843790,0.7711088444683170,0.5764292250574940,0.42357077494250600
2023-12-25,126895,4751,28943,43603,21329,4582,0.4643799152878480,0.3832210405905100,0.15239904412164200,0.7143447499843340,0.6300312065582510,0.6666774637110670,0.3333225362889330
2023-08-29,159520,4411,27986,40886,20070,4458,0.3899275312588470,0.2896610151458070,0.3204114535953470,0.9323599509312650,0.6279405098286330,0.5886118329613210,0.4113881670386790
2023-06-20,160507,5335,28897,41861,23314,4483,0.42491375981867100,0.21056584166851600,0.36452039851281300,0.8867537355175440,0.5281243735531380,0.5692610171657450,0.4307389828342550
2023-04-02,160318,4557,28346,40659,20894,4580,0.41054374858460400,0.23033554579341500,0.35912070562198100,0.7404104860414430,0.5652593286962430,0.6621601808069450,0.3378398191930550
2023-10-19,132751,5542,26645,44269,20580,4551,0.37452939356557900,0.26610865242501500,0.3593619540094050,0.8760360100120880,0.5355571797284600,0.5390843087028010,0.46091569129719900
2023-05-17,139674,4974,28815,44504,23730,4443,0.47982133794835700,0.3498595259148190,0.17031913613682400,0.8796459453736070,0.7385255747538160,0.658371020666691,0.34162897933330900
2023-11-16,137132,4977,25344,41191,22991,4476,0.36378980152826200,0.28895265083679200,0.3472575476349460,0.8200734758948110,0.5888604120013530,0.6261625310159300,0.37383746898407000
2023-08-19,174220,5103,29714,40972,23946,4567,0.4047650869907810,0.23758876225168400,0.3576461507575360,0.8164599682007690,0.568013828419191,0.5978056239537450,0.4021943760462560
2023-12-19,153522,4225,29323,44062,22852,4519,0.3575505404301380,0.364155493505485,0.27829396606437700,0.9332387565561430,0.8234914857958470,0.5005760335955640,0.49942396640443700
2023-11-02,158636,4824,27237,41940,24721,4443,0.41461874279442600,0.2968981845014920,0.28848307270408200,0.6157106231349260,0.8827635017527300,0.6625413306106680,0.3374586693893320
